gauge_id,soil_depth,soil_conductivity_top,soil_conductivity_sub,soil_awc_top,soil_awc_sub,soil_awsc_min,soil_awsc_max,soil_awsc_major,sand_frac_top,sand_frac_sub,silt_frac_top,silt_frac_sub,clay_frac_top,clay_frac_sub,gravel_frac_top,gravel_frac_sub,bulkdens_top_major,bulkdense_top_mean,bulkdens_sub_major,bulkdens_sub_mean,org_carb_top_major,org_carb_top_mean,org_carb_sub_major,org_carb_sub_mean,organic_frac_top,organic_frac_sub,hsg_major,wtd
3002,1.230545152,11.61800458,4.103030655,0.228572654,0.23985179,150,150,150,79,68,11,10,10,22,7,4,1.59,1.59,1.45,1.45,0.53,0.53,0.3,0.3,0.022702837,0.009654721,C/D,-0.895145957
3005,3.750493971,6.795325139,2.955743283,0.19661467,0.195693625,25,150,125,16,15,29,28,55,57,4,5,1.21,1.273247911,1.21,1.218816101,0.75,0.956512535,0.45,0.320389972,0.020041878,0.007881991,D,-0.098990671
3008,2.611732908,8.152887028,3.780944487,0.197109513,0.194444501,25,150,125,16,15,29,28,55,57,4,5,1.21,1.25834891,1.21,1.232137931,0.75,0.874087227,0.45,0.409426791,0.016114092,0.00723606,D,-0.091358628
3009,1.435415868,10.80440007,4.368577098,0.204403291,0.205039382,125,150,125,21,18,28,28,51,54,5,5,1.23,1.220277778,1.22,1.215138889,0.97,0.863055556,0.45,0.45,0.01703139,0.008369872,C,-1.220475747
3013,4.385316456,8.3316246,3.67640341,0.213247774,0.21100175,125,150,150,47,39,29,27,24,34,9,8,1.39,1.377636364,1.33,1.321272727,0.86,0.884727273,0.38,0.398181818,0.021743015,0.008641142,D,-1.363499504
3014,1.955931662,5.83445953,2.754328894,0.195200393,0.187543885,25,125,125,16,15,29,28,55,57,4,5,1.21,1.255780347,1.21,1.212706767,0.75,0.946069364,0.45,0.345953757,0.016045611,0.006413868,D,-0.541485631
3017,1.174319066,11.77083012,3.996230286,0.228418916,0.237775545,150,150,150,79,68,11,10,10,22,7,4,1.59,1.59,1.45,1.45,0.53,0.53,0.3,0.3,0.022231584,0.009198221,C/D,-3.087911394
3018,1.780813927,12.11851305,4.176134565,0.234406933,0.24469977,25,150,150,79,68,11,10,10,22,7,4,1.59,1.557483871,1.45,1.440452962,0.53,0.614193548,0.3,0.275548387,0.025245705,0.010628702,C,-0.358396832
3019,1.334456613,12.48132708,4.86601617,0.206575356,0.21052653,125,150,150,21,18,28,28,51,54,5,5,1.23,1.225223881,1.22,1.21761194,0.97,0.917462687,0.45,0.45,0.017601217,0.008326878,C,-1.365900681
3020,1.804956014,8.527885281,3.66008193,0.21159166,0.215844699,50,150,125,16,15,29,28,55,57,4,5,1.21,1.247988722,1.21,1.243731203,0.75,0.907349624,0.45,0.468552632,0.017827406,0.008599711,D,-0.166479169
3024,1.690381332,11.76739454,5.066202338,0.217933247,0.219641942,125,150,125,20,20,24,22,56,58,2,4,1.22,1.232830189,1.21,1.219056604,1.2,1.174339623,0.63,0.611132075,0.017835257,0.007467895,C/D,-2.193312257
3028,2.200939457,7.110031245,3.303502394,0.194915225,0.188592921,25,150,125,16,15,29,28,55,57,4,5,1.21,1.250043541,1.21,1.211970803,0.75,0.922249637,0.45,0.368011611,0.015299102,0.006448727,D,-0.148245618
3029,1.78638492,8.566849488,3.691248425,0.210827734,0.214799173,50,150,125,16,15,29,28,55,57,4,5,1.21,1.245476603,1.21,1.241325823,0.75,0.900034662,0.45,0.467105719,0.017700682,0.008580069,D,-0.150406271
3030,1.743386859,6.685943174,3.071089135,0.195612705,0.18785631,25,150,125,16,15,29,28,55,57,4,5,1.21,1.240422535,1.21,1.212772277,0.75,0.868760563,0.45,0.383295775,0.014869009,0.006238748,D,-0.292845741
3031,2.030496532,13.29492581,4.415606574,0.238609529,0.249355079,150,150,150,79,69,7,10,12,23,10,10,1.56,1.546929134,1.44,1.428385827,0.53,0.578070866,0.26,0.294724409,0.025360862,0.00954588,C,-0.897086864
3038,1.450296398,6.583948882,3.42375458,0.197464273,0.196987073,125,150,125,16,15,29,28,55,57,4,5,1.21,1.212580645,1.21,1.211290323,0.75,0.778387097,0.45,0.45,0.016639052,0.009856686,D,-0.978706253
3040,1.802849741,6.589595868,2.670101024,0.191409419,0.184475753,25,125,125,16,15,29,28,55,57,4,5,1.21,1.213302752,1.21,1.21,0.75,0.761926606,0.45,0.441743119,0.019469641,0.007678467,D,-0.791065859
3043,3.825011559,10.42260393,4.123374857,0.213331058,0.216743394,25,150,125,16,15,29,28,55,57,4,5,1.21,1.326664124,1.21,1.282099436,0.75,0.862783436,0.45,0.384226559,0.020626613,0.009128968,C,-0.025106612
3045,2.806883519,14.75410996,4.990978209,0.247452651,0.262699952,125,150,150,79,69,7,10,12,23,10,10,1.56,1.570373027,1.44,1.449268293,0.53,0.51954089,0.26,0.27615495,0.030244353,0.012376322,C,-0.588009304
3047,1.235634959,12.44982911,4.216971963,0.227862195,0.234266143,150,150,150,79,68,11,10,10,22,7,4,1.59,1.541724138,1.45,1.421034483,0.53,0.609655172,0.3,0.319310345,0.02236233,0.009122186,C,-1.174853495
3048,1.736550038,5.965686731,2.33068551,0.19029348,0.184216555,25,125,125,16,15,29,28,55,57,4,5,1.21,1.234080268,1.21,1.21,0.75,0.836956522,0.45,0.389799331,0.021808495,0.008053358,D,-0.430109572
3055,2.945181965,10.82044303,4.374306931,0.209242895,0.211747138,50,150,125,16,15,29,28,55,57,4,5,1.21,1.249066013,1.21,1.237665033,0.75,0.871333142,0.45,0.460622133,0.017196305,0.008337123,C,-0.057915961
3056,1.73822563,7.452358873,3.595720421,0.193415568,0.192070384,125,150,125,16,15,29,28,55,57,4,5,1.21,1.217733333,1.21,1.215066667,0.75,0.760266667,0.45,0.4472,0.015117644,0.007502273,D,-0.972945362
3057,1.857637372,11.9385006,4.185650408,0.235973486,0.246535615,25,150,150,79,68,11,10,10,22,7,4,1.59,1.550120337,1.45,1.443849315,0.53,0.646823105,0.3,0.259518652,0.02639274,0.011426289,C,-0.319128697
3064,2.001569038,5.997439876,3.070005572,0.19304477,0.186937477,25,125,125,16,15,29,28,55,57,4,5,1.21,1.289875,1.21,1.21,0.75,1.0384375,0.45,0.2503125,0.016781297,0.006429012,D,-0.428470236
3068,1.648511577,14.35057105,4.819316521,0.247992395,0.263294941,150,150,150,81,69,7,8,12,23,10,10,1.56,1.561111111,1.44,1.44031746,0.53,0.533809524,0.26,0.267301587,0.028349158,0.010305934,C,-2.427643531
3069,1.190247453,9.749212057,4.183846899,0.219740171,0.230088079,125,150,150,39,43,38,35,23,22,7,3,1.38,1.313802083,1.4,1.321979167,1.83,1.320208333,0.64,0.541302083,0.020621533,0.009649933,C,-0.829498112
3071,2.518205367,11.03869382,3.968048901,0.233300202,0.24277354,25,150,150,79,68,11,10,10,22,7,4,1.59,1.519091586,1.45,1.432788921,0.53,0.756634401,0.3,0.244951601,0.027225282,0.011849321,D,-0.204215986
3072,2.7122133,5.904816566,2.544215792,0.193136605,0.188628166,25,150,125,16,15,29,28,55,57,4,5,1.21,1.263106181,1.21,1.217675393,0.75,0.90951664,0.45,0.337083994,0.019844708,0.007617778,D,-0.140651446
3073,3.627062876,9.742901882,3.968127711,0.209120768,0.211048165,25,150,125,16,15,29,28,55,57,4,5,1.21,1.304661597,1.21,1.265220633,0.75,0.88390503,0.45,0.392079358,0.019460909,0.008718803,D,-0.025312832
3074,1.871447847,8.582085447,4.021389217,0.198268881,0.19801421,100,150,125,16,15,29,28,55,57,4,5,1.21,1.265,1.21,1.246578947,0.75,0.789078947,0.45,0.428815789,0.016512838,0.007974303,C,-0.245576935
3075,3.807952422,10.42769776,4.120596253,0.213633735,0.217119196,25,150,125,16,15,29,28,55,57,4,5,1.21,1.328181129,1.21,1.283239987,0.75,0.860590071,0.45,0.383430733,0.020761731,0.009177322,C,-0.02547508
3076,1.924723757,17.37066548,6.156679963,0.243813043,0.257827794,150,150,150,79,70,10,10,11,20,4,8,1.57,1.574390244,1.46,1.455365854,0.5,0.51097561,0.28,0.283414634,0.028005886,0.010865542,C,-4.174546375
3079,1.722077922,7.753627295,3.871782586,0.202763936,0.203407851,125,150,125,16,15,29,28,55,57,4,5,1.21,1.223184358,1.21,1.218212291,0.75,0.794040968,0.45,0.446219739,0.015711841,0.008104897,D,-0.318779202
3081,1.32348136,6.813742184,2.582263023,0.206548842,0.206672624,25,150,125,16,15,29,28,55,57,4,5,1.21,1.323544974,1.21,1.263129771,0.75,0.915714286,0.45,0.288888889,0.024330771,0.009694576,D,-0.880409566
3082,1.617858654,8.342547513,3.741220288,0.194116967,0.199066041,25,125,25,43,0,34,0,23,0,26,0,1.39,1.310909091,1.21,1.21,1.4,1.114393939,0.0,0.197727273,0.017432468,0.007227261,D,-0.793666436
3083,1.264659768,5.106770043,2.488628819,0.196146111,0.194749356,25,150,125,16,15,29,28,55,57,4,5,1.21,1.256292135,1.21,1.2125,0.75,0.945393258,0.45,0.343820225,0.01877639,0.007037848,D,-1.314728829
3085,1.850349317,9.844009692,3.523026566,0.210097014,0.213576297,125,150,125,16,15,29,28,55,57,4,5,1.21,1.210687679,1.21,1.21034384,0.75,0.75756447,0.45,0.45,0.016518198,0.009385753,D,-0.352967006
3087,2.848137054,8.217030005,3.788738734,0.197385023,0.194808969,25,150,125,16,15,29,28,55,57,4,5,1.21,1.257875303,1.21,1.231923848,0.75,0.882124697,0.45,0.414794189,0.016207238,0.007244672,D,-0.089058528
3089,1.475247525,7.904328928,3.185442911,0.203624636,0.20966904,25,125,125,16,15,29,28,55,57,4,5,1.21,1.292857143,1.21,1.21,0.75,1.049206349,0.45,0.242857143,0.021157431,0.009283881,D,-0.95850673
3091,2.954187192,18.10784121,5.681267785,0.233279252,0.244769282,125,150,150,47,39,29,27,24,34,9,8,1.39,1.357758621,1.33,1.307241379,0.86,0.924482759,0.38,0.427413793,0.024296514,0.009216785,C,-2.104555606
3092,1.301015551,13.43006072,4.495034882,0.246364692,0.26121909,150,150,150,79,69,7,10,11,20,4,8,1.56,1.572102273,1.44,1.45,0.53,0.519261364,0.26,0.278522727,0.028214021,0.011465124,C,-1.197269249
3094,1.779910109,5.072308334,2.651424441,0.193927212,0.189778314,25,150,125,16,15,29,28,55,57,4,5,1.21,1.266844784,1.21,1.211355311,0.75,0.969185751,0.45,0.31259542,0.018798166,0.007192976,D,-0.406576348
3098,2.402783901,14.27881004,5.37666665,0.216173651,0.218619374,25,150,150,47,39,29,27,24,34,9,8,1.39,1.363935927,1.33,1.310811456,0.86,0.934370709,0.38,0.402677346,0.019341284,0.009899546,C,-0.441353077
3099,1.240196078,11.57524295,4.230555624,0.229288463,0.238473139,150,150,150,79,68,11,10,10,22,7,4,1.59,1.59,1.45,1.45,0.53,0.53,0.3,0.3,0.02325741,0.010320706,C,-1.173605479
3103,4.12252935,7.599471568,3.388028651,0.198215357,0.196653846,25,150,125,16,15,29,28,55,57,4,5,1.21,1.271360726,1.21,1.232159425,0.75,0.925813767,0.45,0.375133404,0.018470847,0.00766684,D,-0.048984764
3105,1.132556131,12.78736796,4.484142017,0.237080409,0.248037508,150,150,150,79,70,10,10,11,20,4,8,1.57,1.576060606,1.46,1.456969697,0.5,0.509090909,0.28,0.286060606,0.02485234,0.009485998,C,-2.55718144
3107,1.575317604,7.827585108,3.237537249,0.2142846,0.221272841,25,150,25,43,0,34,0,23,0,26,0,1.39,1.389,1.21,1.320769231,1.4,1.237166667,0.0,0.0825,0.024923461,0.009343898,D,-1.2737393
3109,1.80952309,8.503600413,3.795153495,0.207602723,0.21011685,50,150,125,16,15,29,28,55,57,4,5,1.21,1.237707317,1.21,1.233051491,0.75,0.858163155,0.45,0.457579687,0.016974237,0.008358316,D,-0.103712217
3110,1.612469261,7.616010062,3.750251934,0.20261138,0.20196972,125,150,125,16,15,29,28,55,57,4,5,1.21,1.213589744,1.21,1.211794872,0.75,0.789487179,0.45,0.45,0.015205192,0.007764055,D,-0.523922073
4003,1.266406932,11.37536734,4.119745645,0.239529851,0.257178395,25,150,150,16,15,29,28,23,57,4,5,1.21,1.314251781,1.21,1.284028777,0.75,1.107149644,0.45,0.46807601,0.02710344,0.012031493,C,-0.681495653
4004,2.764856111,20.32526208,6.886243648,0.228549104,0.244806958,25,150,150,47,39,29,27,24,34,9,8,1.39,1.330994599,1.33,1.283245125,0.86,0.871169409,0.38,0.418172521,0.02492548,0.012383281,C,-0.228952353
4005,1.334775374,16.25486059,5.808781726,0.234777029,0.254369238,125,150,150,47,39,29,27,24,34,9,8,1.39,1.384823529,1.33,1.323411765,0.86,0.823176471,0.38,0.384823529,0.020118952,0.009177206,C,-2.91296478
4006,1.290580495,15.11528292,4.238855304,0.233559976,0.245957928,50,150,150,47,39,29,27,24,34,9,5,1.39,1.345343284,1.33,1.293522388,0.86,0.768776119,0.38,0.403522388,0.025902745,0.013720375,D,-0.829509088
